7.422839770404511484e+00,-1.265134098193986922e+01,1.075129232195211593e+01,4.346202572896974203e+00,1.052927850093092310e+01,9.361454750074786446e+00,1.038308633068418629e+01,1.124025532753275591e+01,9.241054896067645075e+00,1.033786289095706046e+01,9.897463078163838190e+00,5.881517136520788114e+00,8.031651113500931416e+00
6.994191295541474673e+00,-1.342198970870518515e+01,2.400128848077178390e+01,1.369934276379284377e+01,1.491312488268392578e+01,9.055001138557923213e+00,1.108343245405301047e+01,1.198290871008464720e+01,9.020252324839104219e+00,6.486928964122969710e+00,6.179497440099429362e+00,5.102108268248254141e+00,8.099668356689667448e+00
7.210580877254529675e+00,-3.904833307072911097e+00,2.639367098426318847e+01,8.483728094312814605e+00,9.803893636045563298e+00,6.807130911885867164e+00,8.298762335521654876e+00,5.123433015652616440e+00,9.048391688961783252e-01,2.983427540202132633e+00,1.807662737850602275e+00,-4.630121119176363820e+00,-3.875142829884155482e+00
9.697944259430943958e+00,1.003730139309893055e+01,2.779161087745141501e+01,8.820464287024147865e+00,1.406040584720279085e+01,1.200893272719520155e+01,9.411659182507198906e+00,3.478096587804965445e+00,-4.844873071864459924e+00,-8.422680582339468813e+00,-7.165396716108404007e+00,-8.371295239337079863e+00,-9.713601051690577748e+00
1.022352033421867112e+01,8.774985369957940762e+00,3.636533986080199554e+01,1.721524533219984221e+01,1.859661716706470003e+01,2.021522165222379286e+01,1.749125234384787930e+01,-6.161220596828898444e+00,-2.850446825816102248e+01,-2.310125797187449237e+01,-6.201954047239280676e+00,5.168187377096577606e+00,4.663245652755258597e+00
1.058919640503073900e+01,1.449375912364889096e+01,2.585791370692905389e+01,1.197124203313481772e+01,1.148410853583829194e+01,7.326601435753908653e+00,1.180831510694553366e+01,-1.280971398627566149e+00,-1.366623164595317164e+01,-7.396573008209998079e+00,-4.883047008506003372e+00,-2.766496068479491033e+00,1.413861041464362422e+00
1.032039664098384257e+01,9.188877366567380633e+00,3.073505414967584670e+01,2.681172934731477753e+01,5.727922888020046344e+00,1.992081567429007327e+00,2.725313932474437806e+01,3.508454685425332453e+00,-2.238642381722303654e+01,-9.152515853356893771e+00,-4.957789538751733005e+00,-9.358338498931795257e-01,6.993052416443723551e+00
1.029301534616376301e+01,9.018711027779644951e+00,2.906737374453841838e+01,2.812052618925730485e+01,7.425084859225841605e+00,1.747084110398451351e-01,2.740419782263180792e+01,2.440348679469716675e+00,-1.995644434809849344e+01,-1.001802049215195289e+01,-4.403318220850276354e+00,1.843268521729847009e+00,8.561128742267191782e+00
1.018606938247702054e+01,1.014191034733183727e+01,2.662489516924956234e+01,1.953796129711747298e+01,1.094592149218783028e+01,4.893344820649494942e+00,2.075999809828938680e+01,-1.343605515745700085e+00,-1.070501093188506658e+01,-7.440413024191596669e-01,-3.392785683924056883e+00,-6.297712178088060497e+00,2.854293948972410178e+00
9.969156983340065281e+00,9.862411977771378346e+00,2.973795991121574644e+01,1.791637395583362391e+01,1.166966965961161939e+01,3.464833408943152282e+00,1.464255072519475753e+01,-7.105400008425554192e-01,-5.893853662335813759e+00,1.006460831093211272e+00,2.132047634755825261e+00,-1.976646796017216268e+00,1.235146343979868888e+00
9.682662315381614704e+00,3.640174450834340547e+00,3.705324210533998297e+01,2.900005072921348059e+01,1.870154311488765586e+01,6.988199978718556693e+00,1.518382473337866756e+01,1.683956135038636726e+00,-8.822191449470318858e+00,-6.466751160144438515e+00,1.433242197875523871e+00,2.647170865088310787e+00,7.885363017090234905e+00
9.455737378133449056e+00,7.087895995799289750e+00,3.221386445131353327e+01,1.632970043388895220e+01,1.296580540361651224e+01,6.782015498246919627e+00,1.292687931085231412e+01,5.557778991923637335e+00,3.477134144108048552e+00,2.151930021720076081e+00,2.953187727625785630e+00,-3.486285678527560883e+00,3.848566089844110416e-01
9.292904264149036919e+00,5.561320139511095384e+00,3.405308638139572253e+01,1.671697574458609026e+01,1.504469874860290446e+01,8.774814500836860987e+00,1.393301968515799771e+01,4.000173415251647491e+00,-6.202263684405709965e-01,4.416094441667198223e-03,1.508116744227479877e+00,-3.003572235019717596e+00,1.304353677794879207e+00
9.132908828952453817e+00,4.468690556181484475e+00,3.075937244985257735e+01,1.762226026755035235e+01,1.492261186575410115e+01,6.396164787919691008e+00,1.537453824396715696e+01,6.426000111757635302e+00,-4.830192346944470749e-01,3.139737872871450897e-01,6.868280686858041495e-01,-5.671394717722958667e+00,1.104093655655012662e-01
9.027835712880964536e+00,2.170003390696209067e+00,3.145492530637947226e+01,2.195378252605122782e+01,1.665857021447361319e+01,7.393557823462820089e+00,1.685534812589636644e+01,6.895484429258114112e+00,-4.130453093920121610e+00,3.642253541822328411e-01,4.490572918892926424e+00,-6.770818788757171358e-01,-2.003258708462066107e+00
8.939865329098580560e+00,-3.566116171041896266e+00,3.417936203307996834e+01,3.243343973515607104e+01,2.433099348885627933e+01,8.016775674344703617e+00,1.616206018680998113e+01,9.787622646026834516e+00,-9.415631013976014652e-01,3.972309802417606228e+00,4.853079516244131142e+00,-2.130364423940793728e+00,-3.592771946165608465e+00
8.942398349341820207e+00,3.013955860785131335e+00,3.248366004642820570e+01,1.555557654694802849e+01,1.534436114999242307e+01,1.056659770237950546e+01,1.127747410752473733e+01,8.499295478051495323e+00,5.216916103453008269e+00,6.217491732756227352e-01,1.753222433952249304e+00,3.300131286158085597e-01,-2.532178195104687113e+00
8.977326580845574000e+00,2.990195431169476503e+00,3.180942444366024446e+01,1.405025949500946680e+01,1.618356077848934049e+01,1.201878207674365306e+01,1.336332721205593188e+01,9.410128719385635776e+00,4.712051771738651418e+00,5.754648464999655433e-01,4.749837407469401640e+00,-4.023038857221449938e+00,-5.593673302955586735e+00
8.869406109683167116e+00,1.304011568343453886e+00,3.366750802722596347e+01,1.602894956902014201e+01,1.551520267158677235e+01,1.384678243087297034e+01,1.431075172413539853e+01,7.791548975551074285e+00,7.024360794828879762e+00,-1.058561661463318204e+00,3.353230075739090488e+00,-1.660386396636600814e+00,-5.578293685186540785e+00
